query_id,source_query,gold_codes,gold_labels,original_row_indices,original_mapping_pair_count
342,FBbt_00005625,EFO:0000450,embryonic cuprophilic cell,480,1
343,Emery-Dreifuss muscular dystrophy,EFO:0000463,obsolete_Emery-Dreifuss muscular dystrophy,481,1
344,pulmonary emphysema,EFO:0000464,emphysema,482|483,1
345,Pulmonary Emphysema,EFO:0000464,emphysema,484,1
346,endocarditis,EFO:0000465,endocarditis,485|487,1
347,Endocardite,EFO:0000465,endocarditis,486,1
348,Endocarditis,EFO:0000465,endocarditis,488,1
349,endometrioid carcinoma,EFO:0000466,endometrioid carcinoma,489,1
350,endometrioid adenocarcinoma,EFO:0000466,endometrioid carcinoma,490,1
351,Endometrioid Adenocarcinoma,EFO:0000466,endometrioid carcinoma,491,1
352,epilepsy,EFO:0000474,epilepsy,492|493,1
353,Seizure Disorder,EFO:0000474,epilepsy,494,1
354,epithelial cell of lung,EFO:0000476,obsolete_epithelial cell of lung,495,1
355,esophagus adenocarcinoma,EFO:0000478,esophageal adenocarcinoma,496,1
356,esophageal adenocarcinoma,EFO:0000478,esophageal adenocarcinoma,497|498,1
357,Esophageal Adenocarcinoma,EFO:0000478,esophageal adenocarcinoma,499,1
358,essential thrombocythemia,EFO:0000479,essential thrombocythemia,500|501|502,1
359,Essential Thrombocythemia,EFO:0000479,essential thrombocythemia,503,1
360,extra-adrenal pheochromocytoma,EFO:0000489,extra-adrenal sympathetic paraganglioma,504,1
361,extra-adrenal sympathetic paraganglioma,EFO:0000489,extra-adrenal sympathetic paraganglioma,505,1
362,Extra-Adrenal Sympathetic Paraganglioma,EFO:0000489,extra-adrenal sympathetic paraganglioma,506,1
363,facioscapulohumeral muscular dystrophy,EFO:0000491,obsolete_facioscapulohumeral muscular dystrophy,507,1
364,familial combined hyperlipidemia,EFO:0000492,obsolete_familial combined hyperlipidemia,508,1
365,fetal growth restriction,EFO:0000495,fetal growth restriction,509,1
366,Fetus Small for Gestational Age,EFO:0000495,fetal growth restriction,510,1
367,fibromatosis,EFO:0000497,fibromatosis,511|512,1
368,Fibromatosis,EFO:0000497,fibromatosis,513,1
369,thyroid adenoma,EFO:0000499|EFO:0003841,follicular thyroid adenoma|thyroid neoplasm,514|2859,2
370,follicular adenoma,EFO:0000499,follicular thyroid adenoma,515,1
371,follicular thyroid adenoma,EFO:0000499,follicular thyroid adenoma,516|518,1
372,Adenom štítné žlázy,EFO:0000499,follicular thyroid adenoma,517,1
373,Thyroid Gland Follicular Adenoma,EFO:0000499,follicular thyroid adenoma,519,1
374,ganglioneuroma,EFO:0000500,ganglioneuroma,520|521|523,1
375,Ganglioneurom,EFO:0000500,ganglioneuroma,522,1
376,Ganglioneuroma,EFO:0000500,ganglioneuroma,524,1
377,thyroid gland follicular carcinoma,EFO:0000501,follicular thyroid carcinoma,525|528,1
378,follicular thyroid carcinoma,EFO:0000501,follicular thyroid carcinoma,526,1
379,Carcinoma folicular de tiroides,EFO:0000501,follicular thyroid carcinoma,527,1
380,Thyroid Gland Adenocarcinoma,EFO:0000501,follicular thyroid carcinoma,529,1
381,Thyroid Gland Follicular Carcinoma,EFO:0000501,follicular thyroid carcinoma,530,1
382,ganglioneuroblastoma,EFO:0000502,ganglioneuroblastoma,531|532|534,1
383,Ganglioneuroblastom,EFO:0000502,ganglioneuroblastoma,533,1
384,Ganglioneuroblastoma,EFO:0000502,ganglioneuroblastoma,535,1
385,gastric adenocarcinoma,EFO:0000503,gastric adenocarcinoma,536|537|538,1
386,Gastric Adenocarcinoma,EFO:0000503,gastric adenocarcinoma,539,1
387,gastric intestinal type adenocarcinoma,EFO:0000504,gastric intestinal type adenocarcinoma,540|541,1
388,Gastric Intestinal-Type Adenocarcinoma,EFO:0000504,gastric intestinal type adenocarcinoma,542,1
389,gastrointestinal stromal tumor,EFO:0000505,obsolete_gastrointestinal stromal tumor,543,1
390,genetic disease,EFO:0000508,genetic disorder,544,1
391,hereditary disease,EFO:0000508,genetic disorder,545,1
392,Genetic Disorder,EFO:0000508,genetic disorder,546,1
393,reproductive system disease,EFO:0000512,reproductive system disease,547,1
394,reproductive system disorder,EFO:0000512,reproductive system disease,548,1
395,Reproductive System Disorder,EFO:0000512,reproductive system disease,549,1
396,germ cell cancer,EFO:0000514,germ cell tumor,550,1
397,embryonal cancer,EFO:0000514|EFO:0005784,germ cell tumor|embryonal neoplasm,551|3781,2
398,germ cell tumor,EFO:0000514,germ cell tumor,552|553,1
399,Germ Cell Tumor,EFO:0000514,germ cell tumor,554,1
400,giant cell glioblastoma,EFO:0000515,obsolete_brain tumor glioblastoma,555,1
401,glaucoma,EFO:0000516,obsolete_glaucoma,556,1
402,obsolete glial cell (sensu Vertebrata),EFO:0000518,obsolete_glial cell (sensu Vertebrata),557,1
403,glioblastoma,EFO:0000519,glioblastoma multiforme,558|561,1
404,Glioblastoma multiforme,EFO:0000519,glioblastoma multiforme,559,1
405,Glioblastoma,EFO:0000519,glioblastoma multiforme,560|562,1
406,hematopoietic stem cell,EFO:0000526,obsolete_hemopoietic progenitor cell,563,1
407,hereditary spastic paraplegia,EFO:0000529,obsolete_hereditary spastic paraplegia,564,1
408,Huntington's disease,EFO:0000533,obsolete_Huntington's disease,565,1
409,hyperplasia,EFO:0000536,hyperplasia,566,1
410,Hyperplasia,EFO:0000536,hyperplasia,567,1
411,hypertension,EFO:0000537,hypertension,568,1
412,Hipertansiyon,EFO:0000537,hypertension,569,1
413,hypertensive disorder,EFO:0000537,hypertension,570,1
414,Hypertension,EFO:0000537,hypertension,571,1
415,hypertrophic cardiomyopathy,EFO:0000538,hypertrophic cardiomyopathy,572|574,1
416,Cardiomyopathie hypertrophique,EFO:0000538,hypertrophic cardiomyopathy,573,1
417,Hypertrophic Cardiomyopathy,EFO:0000538,hypertrophic cardiomyopathy,575,1
418,immune system disease,EFO:0000540,immune system disease,576,1
419,immune system disorder,EFO:0000540,immune system disease,577,1
420,Immune System Disorder,EFO:0000540,immune system disease,578,1
421,infertility,EFO:0000545,infertility,579,1
422,infertility disorder,EFO:0000545,infertility,580,1
423,Infertility,EFO:0000545,infertility,581,1
424,injury,EFO:0000546,injury,582,1
425,Injury,EFO:0000546,injury,583,1
426,pancreatic insulin-producing neuroendocrine tumor,EFO:0000549,insulinoma,584,1
427,Pancreatic Insulin-Producing Neuroendocrine Tumor,EFO:0000549,insulinoma,585,1
428,invasive breast ductal and lobular carcinoma,EFO:0000552,invasive breast ductal and lobular carcinoma,586,1
429,invasive ductal and lobular carcinoma,EFO:0000552,invasive breast ductal and lobular carcinoma,587,1
430,Invasive Breast Ductal Carcinoma and Lobular Carcinoma,EFO:0000552,invasive breast ductal and lobular carcinoma,588,1
431,invasive lobular carcinoma,EFO:0000553|EFO:0000570,invasive lobular carcinoma|obsolete_lobular breast carcinoma,589|590|626,2
432,invasive lobular breast carcinoma,EFO:0000553,invasive lobular carcinoma,591,1
433,Invasive Breast Lobular Carcinoma,EFO:0000553,invasive lobular carcinoma,592,1
434,irritable bowel syndrome,EFO:0000555,irritable bowel syndrome,593|594,1
435,Irritable Bowel Syndrome,EFO:0000555,irritable bowel syndrome,595,1
436,ischemia,EFO:0000556,ischemia,596,1
437,childhood type dermatomyositis,EFO:0000557,juvenile dermatomyositis,597,1
438,juvenile dermatomyositis,EFO:0000557,juvenile dermatomyositis,598,1
439,Childhood Dermatomyositis,EFO:0000557,juvenile dermatomyositis,599,1
440,Kaposi's sarcoma,EFO:0000558,Kaposi's sarcoma,600|601|603,1
441,Kapos 肉腫,EFO:0000558,Kaposi's sarcoma,602,1
442,Kaposi Sarcoma,EFO:0000558,Kaposi's sarcoma,604,1
443,keratinizing squamous cell carcinoma,EFO:0000559,keratinizing squamous cell carcinoma,605|606|607,1
444,Keratinizing Squamous Cell Carcinoma,EFO:0000559,keratinizing squamous cell carcinoma,608,1
445,large cell neuroendocrine carcinoma,EFO:0000563,large cell neuroendocrine carcinoma,609|610|611,1
446,Large Cell Neuroendocrine Carcinoma,EFO:0000563,large cell neuroendocrine carcinoma,612,1
447,leiomyosarcoma,EFO:0000564,leiomyosarcoma,613|614|615,1
448,Leiomyosarcoma,EFO:0000564,leiomyosarcoma,616,1
449,leukemia,EFO:0000565,leukemia,617|618|620,1
450,Leucemia,EFO:0000565,leukemia,619,1
451,Leukemia,EFO:0000565,leukemia,621,1
452,liposarcoma,EFO:0000569,liposarcoma,622|623|624,1
453,Liposarcoma,EFO:0000569,liposarcoma,625,1
454,lung adenocarcinoma,EFO:0000571|EFO:0005288,lung adenocarcinoma|non-small cell lung adenocarcinoma,627|628|630|3447,2
455,non-small cell lung adenocarcinoma,EFO:0000571,lung adenocarcinoma,629,1
456,Lung Adenocarcinoma,EFO:0000571,lung adenocarcinoma,631,1
457,lymphoblast,EFO:0000572,lymphoblast,632,1
458,lymphoma,EFO:0000574,lymphoma,633|634|635,1
459,Lymphoma,EFO:0000574,lymphoma,636,1
460,breast medullary carcinoma,EFO:0000580,medullary breast carcinoma,637,1
461,medullary breast carcinoma,EFO:0000580,medullary breast carcinoma,638|639,1
462,Breast Medullary Carcinoma,EFO:0000580,medullary breast carcinoma,640,1
463,meningitis,EFO:0000584,infectious meningitis,641,1
464,Menenjit,EFO:0000584,infectious meningitis,642,1
465,infectious meningitis,EFO:0000584,infectious meningitis,643,1
466,Infectious Meningitis,EFO:0000584,infectious meningitis,644,1
467,mesenchymal stem cell,EFO:0000586,mesenchymal stem cell,645,1
468,mesothelioma,EFO:0000588,mesothelioma,646|647,1
469,Mesothelioma,EFO:0000588,mesothelioma,648,1
470,disease of metabolism,EFO:0000589,metabolic disease,649,1
471,metabolic disease,EFO:0000589,metabolic disease,650,1
472,Metabolic Disorder,EFO:0000589,metabolic disease,651,1
473,mitochondrial metabolism disease,EFO:0000591,obsolete_mitochondrial disorder,652,1
474,monophasic synovial sarcoma,EFO:0000595,monophasic synovial sarcoma,653|654|655,1
475,Monophasic Synovial Sarcoma,EFO:0000595,monophasic synovial sarcoma,656,1
476,motoneuron,EFO:0000596,obsolete_motoneuron,657,1
477,motor neuron,EFO:0000596,obsolete_motoneuron,658,1
478,myocardial infarction,EFO:0000612,myocardial infarction,659|661,1
479,Infarctus du myocarde,EFO:0000612,myocardial infarction,660,1
480,Myocardial Infarction,EFO:0000612,myocardial infarction,662,1
481,myxoid liposarcoma,EFO:0000613,myxoid liposarcoma,663|665|666,1
482,mixed-type liposarcoma,EFO:0000613,myxoid liposarcoma,664,1
483,Myxoid Liposarcoma,EFO:0000613,myxoid liposarcoma,667,1
484,narcolepsy,EFO:0000614,obsolete_narcolepsy with cataplexy,668,1
485,disease of cellular proliferation,EFO:0000616,neoplasm,669,1
486,neoplasm,EFO:0000616,neoplasm,670|672,1
487,Neoplasia,EFO:0000616,neoplasm,671,1
488,Neoplasm,EFO:0000616,neoplasm,673,1
489,neuron,EFO:0000617,obsolete_nerve cell,674,1
490,nervous system disease,EFO:0000618,nervous system disease,675,1
491,nervous system disorder,EFO:0000618,nervous system disease,676,1
492,Nervous System Disorder,EFO:0000618,nervous system disease,677,1
493,neuroblastoma,EFO:0000621,neuroblastoma,678|679,1
494,Neuroblastoma,EFO:0000621,neuroblastoma,680,1
495,neurofibroma,EFO:0000622,neurofibroma,681,1
496,mixed oligodendroglioma-astrocytoma,EFO:0000630|EFO:0000631,oligoastrocytoma|obsolete_oligoastroglioma,682|686,2
497,oligoastrocytoma,EFO:0000630,oligoastrocytoma,683|684,1
498,Oligoastrocytoma,EFO:0000630,oligoastrocytoma,685,1
499,oligodendroglioma,EFO:0000632,oligodendroglioma,687|688,1
500,Oligodendroglioma,EFO:0000632,oligodendroglioma,689,1
501,osteosarcoma,EFO:0000637,osteosarcoma,690|691|693,1
502,Osteosarcoma,EFO:0000637,osteosarcoma,692|694,1
503,papillary cystadenocarcinoma,EFO:0000639,papillary cystadenocarcinoma,695|696|697,1
504,Papillary Cystadenocarcinoma,EFO:0000639,papillary cystadenocarcinoma,698,1
505,papillary renal cell carcinoma,EFO:0000640,papillary renal cell carcinoma,699|700|701,1
506,Papillary Renal Cell Carcinoma,EFO:0000640,papillary renal cell carcinoma,702,1
507,thyroid gland papillary carcinoma,EFO:0000641,papillary thyroid carcinoma,703|706,1
508,papillary thyroid carcinoma,EFO:0000641,papillary thyroid carcinoma,704,1
509,Cancer papillaire de la thyroïde,EFO:0000641,papillary thyroid carcinoma,705,1
510,Thyroid Gland Papillary Carcinoma,EFO:0000641,papillary thyroid carcinoma,707,1
511,periodontitis,EFO:0000649,periodontitis,708|710,1
512,periodontosis,EFO:0000649,periodontitis,709,1
513,Periodontitis,EFO:0000649,periodontitis,711,1
514,pertussis,EFO:0000650,whooping cough,712|713,1
515,Whooping Cough,EFO:0000650,whooping cough,714,1
516,phyllodes tumor,EFO:0000653,phyllodes tumor,715|716,1
517,Phyllodes Tumor,EFO:0000653,phyllodes tumor,717,1
518,plexiform neurofibroma,EFO:0000658,plexiform neurofibroma,718,1
519,polycystic ovary syndrome,EFO:0000660,polycystic ovary syndrome,719|720,1
520,Polycystic Ovary Syndrome,EFO:0000660,polycystic ovary syndrome,721,1
521,polymorphonuclear leukocyte,EFO:0000661,obsolete_polymorphonuclear leukocyte,722,1
522,polyp,EFO:0000662,polyp,723,1
523,Polyp,EFO:0000662,polyp,724,1
524,porphyria,EFO:0000665,obsolete_porphyria,725,1
525,portal hypertension,EFO:0000666,portal hypertension,726|727,1
526,Portal Hypertension,EFO:0000666,portal hypertension,728,1
527,pre-eclampsia,EFO:0000668,preeclampsia,729,1
528,preeclampsia,EFO:0000668,preeclampsia,730,1
529,Preeclampsia,EFO:0000668,preeclampsia,731,1
530,progeria,EFO:0000671,obsolete_progeria syndrome,732,1
531,prostate adenocarcinoma,EFO:0000673,prostate adenocarcinoma,733|734|735,1
532,Prostate Adenocarcinoma,EFO:0000673,prostate adenocarcinoma,736,1
533,psoriasis,EFO:0000676,psoriasis,737|738,1
534,Psoriasis,EFO:0000676,psoriasis,739,1
535,disease of mental health,EFO:0000677|EFO:0001335,mental or behavioural disorder|obsolete_behavioural disease,740|1806,2
536,psychotic disorder,EFO:0000677|EFO:0005407,mental or behavioural disorder|psychosis,741|3482|3484,2
537,mental disorder,EFO:0000677,mental or behavioural disorder,742,1
538,Psychiatric Disorder,EFO:0000677,mental or behavioural disorder,743,1
539,pterygium,EFO:0000678,pterygium,744|745|746,1
540,Pterygium,EFO:0000678,pterygium,747,1
541,renal cell carcinoma,EFO:0000681,renal cell carcinoma,748|749|751,1
542,Carcinoma de células renales,EFO:0000681,renal cell carcinoma,750,1
543,Renal Cell Carcinoma,EFO:0000681|EFO:0005708,renal cell carcinoma|renal cell adenocarcinoma,752|3713,2
544,respiratory system disease,EFO:0000684,respiratory system disease,754,1
545,respiratory system disorder,EFO:0000684,respiratory system disease,755,1
546,Respiratory System Disorder,EFO:0000684,respiratory system disease,756,1
547,rheumatoid arthritis,EFO:0000685,rheumatoid arthritis,757|759,1
548,Artritis reumatoide,EFO:0000685,rheumatoid arthritis,758,1
549,Rheumatoid Arthritis,EFO:0000685,rheumatoid arthritis,760,1
550,sarcoidosis,EFO:0000690,obsolete_sarcoidosis,761,1
551,sarcoma,EFO:0000691,sarcoma,762|763|764,1
552,Sarcoma,EFO:0000691,sarcoma,765,1
553,schizophrenia,EFO:0000692,obsolete_schizophrenia,766,1
554,acoustic neuroma,EFO:0000693,schwannoma,767,1
555,neurilemmoma,EFO:0000693,schwannoma,768,1
556,cellular schwannoma,EFO:0000693,schwannoma,769,1
557,plexiform schwannoma,EFO:0000693,schwannoma,770,1
558,obsolete benign neurilemmoma,EFO:0000693,schwannoma,771,1
559,schwannoma,EFO:0000693,schwannoma,772,1
560,Schwannoma,EFO:0000693,schwannoma,773,1
561,severe acute respiratory syndrome,EFO:0000694,severe acute respiratory syndrome,774|775,1
562,Severe Acute Respiratory Syndrome,EFO:0000694,severe acute respiratory syndrome,776,1
563,sickle cell anemia,EFO:0000697,obsolete_sickle cell disease,777,1
564,signet ring cell adenocarcinoma,EFO:0000698,signet ring cell carcinoma,778,1
565,signet ring cell carcinoma,EFO:0000698,signet ring cell carcinoma,779|780,1
566,Signet Ring Cell Carcinoma,EFO:0000698,signet ring cell carcinoma,781,1
567,Sjogren's syndrome,EFO:0000699,Sjogren syndrome,782,1
568,Mikulicz disease,EFO:0000699,Sjogren syndrome,783,1
569,Sjogren syndrome,EFO:0000699,Sjogren syndrome,784,1
570,Sjogren Syndrome,EFO:0000699,Sjogren syndrome,785,1
571,skin disease,EFO:0000701,skin disease,786,1
572,skin disorder,EFO:0000701,skin disease,787,1
573,Skin Disorder,EFO:0000701,skin disease,788,1
574,lung small cell carcinoma,EFO:0000702,small cell lung carcinoma,789,1
575,lung oat cell carcinoma,EFO:0000702,small cell lung carcinoma,790,1
576,small cell lung carcinoma,EFO:0000702,small cell lung carcinoma,791|792,1
577,Lung Small Cell Carcinoma,EFO:0000702,small cell lung carcinoma,793,1
578,spindle cell tumor,EFO:0000705,spindle cell tumor,794,1
579,spindle cell neoplasm,EFO:0000705,spindle cell tumor,795,1
580,Spindle Cell Neoplasm,EFO:0000705,spindle cell tumor,796,1
581,spondyloarthropathy,EFO:0000706,spondyloarthropathy,797|798,1
582,Spondyloarthritis,EFO:0000706,spondyloarthropathy,799,1
583,squamous cell carcinoma,EFO:0000707,squamous cell carcinoma,800|801|802,1
584,Squamous Cell Carcinoma,EFO:0000707,squamous cell carcinoma,803,1
585,lung squamous cell carcinoma,EFO:0000708,squamous cell lung carcinoma,804,1
586,squamous cell lung carcinoma,EFO:0000708,squamous cell lung carcinoma,805|806,1
587,Lung Squamous Cell Carcinoma,EFO:0000708,squamous cell lung carcinoma,807,1
588,Accident cérébrovasculaire,EFO:0000712,stroke,808,1
589,stroke disorder,EFO:0000712,stroke,809,1
590,Stroke,EFO:0000712,stroke,810,1
591,Hemorragia subaracnoidea,EFO:0000713,subarachnoid hemorrhage,811,1
592,subarachnoid hemorrhage,EFO:0000713,subarachnoid hemorrhage,812,1
593,systemic scleroderma,EFO:0000717,systemic scleroderma,813,1
594,systemic sclerosis,EFO:0000717,systemic scleroderma,814,1
595,Systemic Scleroderma,EFO:0000717,systemic scleroderma,815,1
596,ulcerative colitis,EFO:0000729,ulcerative colitis,816|818,1
597,Colite ulcéreuse,EFO:0000729,ulcerative colitis,817,1
598,Ulcerative Colitis,EFO:0000729,ulcerative colitis,819,1
599,undifferentiated sarcoma,EFO:0000730,undifferentiated sarcoma,820,1
600,undifferentiated (embryonal) sarcoma,EFO:0000730,undifferentiated sarcoma,821,1
601,Liver Embryonal Sarcoma,EFO:0000730,undifferentiated sarcoma,822,1
602,uterine fibroid,EFO:0000731,uterine fibroid,823|824,1
603,Leiomioma uterino,EFO:0000731,uterine fibroid,825,1
604,uterine corpus leiomyoma,EFO:0000731,uterine fibroid,826,1
605,Uterine Corpus Leiomyoma,EFO:0000731,uterine fibroid,827,1
606,Myofibroma,EFO:0000731|EFO:1000389,uterine fibroid|Myofibroma,828|7127|7129,2
607,vitamin B12 deficiency,EFO:0000734,vitamin B12 deficiency,829|831,1
608,B12 vitamini eksikliği,EFO:0000734,vitamin B12 deficiency,830,1
609,Vitamin B12 Deficiency,EFO:0000734,vitamin B12 deficiency,832,1
610,well-differentiated liposarcoma,EFO:0000736|EFO:1000099,well-differentiated liposarcoma|Atypical Lipomatous Tumor,833|834|6380,2
611,Well Differentiated Liposarcoma,EFO:0000736|EFO:1000099,well-differentiated liposarcoma|Atypical Lipomatous Tumor,835|6383,2
612,well-differentiated sarcoma,EFO:0000737,well-differentiated sarcoma,836,1
613,aJCC grade 1 sarcoma,EFO:0000737,well-differentiated sarcoma,837,1
614,AJCC Grade 1 Sarcoma,EFO:0000737,well-differentiated sarcoma,838,1
615,leukocyte,EFO:0000738,obsolete_white blood cell,839,1
616,melanoma,EFO:0000756,melanoma,840|841|843,1
617,Melanom,EFO:0000756,melanoma,842,1
618,Melanoma,EFO:0000756,melanoma,844,1
619,muscular dystrophy,EFO:0000757,obsolete_muscular dystrophy,845,1
620,lipoma,EFO:0000759,lipoma,847|848|849,1
